node,n,k,m,tb,dataset_id,dataset_seed,F0_size,F1_size,d,support_true,signs_true,sigma_weight,support_predicted,signs_predicted,restarts,solution_found
GDI,18,1,32,10,69,33244,19,13,247,[13],[-1],1,[13],[-1],0,True
Moe,18,3,32,10,69,33244,27,5,135,"[11,13,14]","[1,1,-1]",2,"[11,14]","[1,-1]",0,True
mlcp,18,1,32,10,69,33244,15,17,255,[11],[-1],1,[11],[-1],0,True
mlc,18,3,32,10,69,33244,31,1,31,"[11,14,15]","[1,-1,1]",4,"[2,3,14,16]","[-1,1,-1,-1]",0,True
Actin,18,2,32,10,69,33244,26,6,156,"[13,16]","[1,1]",6,"[2,5,7,14,15,16]","[1,1,-1,-1,1,1]",0,True
Twi,18,2,32,11,70,33245,9,23,207,"[0,1]","[1,1]",2,"[0,1]","[1,1]",0,True
Sna,18,1,32,11,70,33245,19,13,247,[0],[1],1,[0],[1],0,True
Fog,18,2,32,11,70,33245,8,24,192,"[1,2]","[1,1]",4,"[1,11,16,17]","[1,1,1,1]",0,True
FogR,18,1,32,11,70,33245,17,15,255,[3],[1],10,"[0,6,7,8,9,11,12,13,14,16]","[1,-1,1,1,-1,1,1,1,1,1]",0,True
Cta,18,1,32,11,70,33245,12,20,240,[4],[1],1,[4],[1],0,True
GEF,18,1,32,11,70,33245,10,22,220,[5],[1],1,[5],[1],0,True
Csk,18,1,32,11,70,33245,10,22,220,[5],[1],1,[5],[1],0,True
Src,18,1,32,11,70,33245,17,15,255,[7],[-1],1,[7],[-1],0,True
GAP,18,2,32,11,70,33245,4,28,112,"[8,9]","[1,1]",6,"[6,7,9,11,14,16]","[1,1,1,1,-1,-1]",0,True
Rho,18,3,32,11,70,33245,31,1,31,"[6,9,12]","[1,-1,-1]",4,"[1,4,7,12]","[1,1,-1,-1]",0,True
rock,18,1,32,11,70,33245,13,19,247,[10],[1],1,[10],[1],0,True
GDI,18,1,32,11,70,33245,21,11,231,[13],[-1],1,[13],[-1],0,True
Moe,18,3,32,11,70,33245,29,3,87,"[11,13,14]","[1,1,-1]",5,"[2,3,12,15,17]","[1,-1,1,-1,1]",0,True
mlcp,18,1,32,11,70,33245,20,12,240,[11],[-1],1,[11],[-1],0,True
mlc,18,3,32,11,70,33245,30,2,60,"[11,14,15]","[1,-1,1]",5,"[2,3,9,14,15]","[1,1,1,-1,1]",0,True
Actin,18,2,32,11,70,33245,24,8,192,"[13,16]","[1,1]",2,"[13,16]","[1,1]",0,True
Twi,18,2,32,12,71,33246,7,25,175,"[0,1]","[1,1]",2,"[0,1]","[1,1]",0,True
Sna,18,1,32,12,71,33246,16,16,256,[0],[1],1,[0],[1],0,True
Fog,18,2,32,12,71,33246,9,23,207,"[1,2]","[1,1]",2,"[1,2]","[1,1]",0,True
FogR,18,1,32,12,71,33246,12,20,240,[3],[1],1,[3],[1],0,True
Cta,18,1,32,12,71,33246,13,19,247,[4],[1],1,[4],[1],0,True
GEF,18,1,32,12,71,33246,20,12,240,[5],[1],1,[5],[1],0,True
Csk,18,1,32,12,71,33246,20,12,240,[5],[1],1,[5],[1],0,True
Src,18,1,32,12,71,33246,23,9,207,[7],[-1],1,[7],[-1],0,True
GAP,18,2,32,12,71,33246,8,24,192,"[8,9]","[1,1]",2,"[8,9]","[1,1]",0,True
Rho,18,3,32,12,71,33246,26,6,156,"[6,9,12]","[1,-1,-1]",6,"[0,5,9,10,12,14]","[1,1,-1,-1,-1,-1]",0,True
rock,18,1,32,12,71,33246,18,14,252,[10],[1],1,[10],[1],0,True
GDI,18,1,32,12,71,33246,16,16,256,[13],[-1],9,"[0,4,6,7,9,10,11,15,16]","[-1,1,1,1,1,-1,1,-1,1]",0,True
Moe,18,3,32,12,71,33246,28,4,112,"[11,13,14]","[1,1,-1]",6,"[2,4,8,9,12,15]","[1,-1,1,-1,-1,1]",0,True
mlcp,18,1,32,12,71,33246,17,15,255,[11],[-1],1,[11],[-1],0,True
mlc,18,3,32,12,71,33246,28,4,112,"[11,14,15]","[1,-1,1]",3,"[11,14,15]","[1,-1,1]",0,True
Actin,18,2,32,12,71,33246,23,9,207,"[13,16]","[1,1]",6,"[0,11,12,13,14,17]","[-1,-1,-1,1,1,-1]",0,True
Twi,18,2,32,13,72,33247,9,23,207,"[0,1]","[1,1]",6,"[0,8,9,10,13,17]","[1,1,-1,1,1,1]",0,True
Sna,18,1,32,13,72,33247,14,18,252,[0],[1],9,"[1,2,3,4,9,10,12,14,16]","[1,-1,1,1,1,1,-1,1,1]",0,True
Fog,18,2,32,13,72,33247,7,25,175,"[1,2]","[1,1]",2,"[1,2]","[1,1]",0,True
FogR,18,1,32,13,72,33247,10,22,220,[3],[1],1,[3],[1],0,True
Cta,18,1,32,13,72,33247,17,15,255,[4],[1],1,[4],[1],0,True
GEF,18,1,32,13,72,33247,13,19,247,[5],[1],1,[5],[1],0,True
Csk,18,1,32,13,72,33247,13,19,247,[5],[1],1,[5],[1],0,True
Src,18,1,32,13,72,33247,16,16,256,[7],[-1],1,[7],[-1],0,True
GAP,18,2,32,13,72,33247,9,23,207,"[8,9]","[1,1]",2,"[8,9]","[1,1]",0,True
Rho,18,3,32,13,72,33247,26,6,156,"[6,9,12]","[1,-1,-1]",6,"[0,1,3,9,10,13]","[1,-1,1,-1,-1,1]",0,True
rock,18,1,32,13,72,33247,13,19,247,[10],[1],1,[10],[1],0,True
GDI,18,1,32,13,72,33247,18,14,252,[13],[-1],1,[13],[-1],0,True
Moe,18,3,32,13,72,33247,28,4,112,"[11,13,14]","[1,1,-1]",6,"[0,2,3,5,6,8]","[-1,1,-1,-1,1,1]",0,True
mlcp,18,1,32,13,72,33247,21,11,231,[11],[-1],1,[11],[-1],0,True
mlc,18,3,32,13,72,33247,28,4,112,"[11,14,15]","[1,-1,1]",4,"[3,10,11,14]","[-1,-1,1,-1]",0,True
Actin,18,2,32,13,72,33247,22,10,220,"[13,16]","[1,1]",7,"[3,6,7,9,11,12,13]","[-1,1,1,1,-1,-1,1]",0,True
Twi,18,2,32,14,73,33248,11,21,231,"[0,1]","[1,1]",4,"[1,12,15,17]","[1,1,-1,1]",0,True
Sna,18,1,32,14,73,33248,18,14,252,[0],[1],1,[0],[1],0,True
Fog,18,2,32,14,73,33248,8,24,192,"[1,2]","[1,1]",2,"[1,2]","[1,1]",0,True
FogR,18,1,32,14,73,33248,16,16,256,[3],[1],1,[3],[1],0,True
Cta,18,1,32,14,73,33248,18,14,252,[4],[1],1,[4],[1],0,True
GEF,18,1,32,14,73,33248,15,17,255,[5],[1],1,[5],[1],0,True
Csk,18,1,32,14,73,33248,15,17,255,[5],[1],1,[5],[1],0,True
Src,18,1,32,14,73,33248,16,16,256,[7],[-1],1,[7],[-1],0,True
GAP,18,2,32,14,73,33248,8,24,192,"[8,9]","[1,1]",6,"[0,3,7,9,11,14]","[-1,1,1,1,1,1]",0,True
Rho,18,3,32,14,73,33248,27,5,135,"[6,9,12]","[1,-1,-1]",7,"[1,7,11,12,14,16,17]","[1,-1,1,-1,1,-1,1]",0,True
rock,18,1,32,14,73,33248,14,18,252,[10],[1],1,[10],[1],0,True
GDI,18,1,32,14,73,33248,16,16,256,[13],[-1],1,[13],[-1],0,True
Moe,18,3,32,14,73,33248,30,2,60,"[11,13,14]","[1,1,-1]",4,"[2,4,8,12]","[1,-1,-1,-1]",0,True
mlcp,18,1,32,14,73,33248,18,14,252,[11],[-1],1,[11],[-1],0,True
mlc,18,3,32,14,73,33248,28,4,112,"[11,14,15]","[1,-1,1]",3,"[11,14,15]","[1,-1,1]",0,True
Actin,18,2,32,14,73,33248,24,8,192,"[13,16]","[1,1]",2,"[13,16]","[1,1]",0,True
Twi,18,2,32,15,74,33249,7,25,175,"[0,1]","[1,1]",2,"[0,1]","[1,1]",0,True
Sna,18,1,32,15,74,33249,16,16,256,[0],[1],1,[0],[1],0,True
Fog,18,2,32,15,74,33249,10,22,220,"[1,2]","[1,1]",4,"[2,3,6,16]","[1,1,1,-1]",0,True
FogR,18,1,32,15,74,33249,17,15,255,[3],[1],1,[3],[1],0,True
Cta,18,1,32,15,74,33249,17,15,255,[4],[1],1,[4],[1],0,True
GEF,18,1,32,15,74,33249,21,11,231,[5],[1],1,[5],[1],0,True
Csk,18,1,32,15,74,33249,21,11,231,[5],[1],1,[5],[1],0,True
Src,18,1,32,15,74,33249,14,18,252,[7],[-1],1,[7],[-1],0,True
GAP,18,2,32,15,74,33249,7,25,175,"[8,9]","[1,1]",9,"[1,3,5,6,8,11,12,16,17]","[-1,1,-1,1,1,1,1,-1,-1]",0,True
Rho,18,3,32,15,74,33249,31,1,31,"[6,9,12]","[1,-1,-1]",4,"[0,10,11,15]","[-1,-1,1,1]",0,True
rock,18,1,32,15,74,33249,16,16,256,[10],[1],1,[10],[1],0,True
GDI,18,1,32,15,74,33249,16,16,256,[13],[-1],1,[13],[-1],0,True
Moe,18,3,32,15,74,33249,25,7,175,"[11,13,14]","[1,1,-1]",3,"[11,13,14]","[1,1,-1]",0,True
mlcp,18,1,32,15,74,33249,15,17,255,[11],[-1],1,[11],[-1],0,True
mlc,18,3,32,15,74,33249,29,3,87,"[11,14,15]","[1,-1,1]",4,"[9,11,15,17]","[-1,1,1,-1]",0,True
Actin,18,2,32,15,74,33249,24,8,192,"[13,16]","[1,1]",2,"[13,16]","[1,1]",0,True
Twi,18,2,32,16,75,33250,12,20,240,"[0,1]","[1,1]",2,"[0,1]","[1,1]",0,True
Sna,18,1,32,16,75,33250,18,14,252,[0],[1],1,[0],[1],0,True
Fog,18,2,32,16,75,33250,11,21,231,"[1,2]","[1,1]",6,"[1,6,7,8,14,17]","[1,-1,-1,1,1,1]",0,True
FogR,18,1,32,16,75,33250,20,12,240,[3],[1],1,[3],[1],0,True
Cta,18,1,32,16,75,33250,12,20,240,[4],[1],1,[4],[1],0,True
GEF,18,1,32,16,75,33250,20,12,240,[5],[1],1,[5],[1],0,True
Csk,18,1,32,16,75,33250,20,12,240,[5],[1],1,[5],[1],0,True
Src,18,1,32,16,75,33250,12,20,240,[7],[-1],1,[7],[-1],0,True
GAP,18,2,32,16,75,33250,5,27,135,"[8,9]","[1,1]",6,"[4,5,6,8,10,16]","[1,1,1,1,1,-1]",0,True
Rho,18,3,32,16,75,33250,30,2,60,"[6,9,12]","[1,-1,-1]",5,"[1,5,7,14,17]","[-1,1,1,1,1]",0,True
rock,18,1,32,16,75,33250,14,18,252,[10],[1],1,[10],[1],0,True
GDI,18,1,32,16,75,33250,16,16,256,[13],[-1],1,[13],[-1],0,True
Moe,18,3,32,16,75,33250,30,2,60,"[11,13,14]","[1,1,-1]",3,"[11,13,14]","[1,1,-1]",0,True
mlcp,18,1,32,16,75,33250,10,22,220,[11],[-1],1,[11],[-1],0,True
mlc,18,3,32,16,75,33250,28,4,112,"[11,14,15]","[1,-1,1]",3,"[11,14,17]","[1,-1,1]",0,True
Actin,18,2,32,16,75,33250,26,6,156,"[13,16]","[1,1]",2,"[13,16]","[1,1]",0,True
Twi,18,2,32,17,76,33251,9,23,207,"[0,1]","[1,1]",6,"[1,4,7,8,9,15]","[1,1,1,-1,1,1]",0,True
Sna,18,1,32,17,76,33251,21,11,231,[0],[1],1,[0],[1],0,True
Fog,18,2,32,17,76,33251,5,27,135,"[1,2]","[1,1]",2,"[1,2]","[1,1]",0,True
FogR,18,1,32,17,76,33251,13,19,247,[3],[1],1,[3],[1],0,True
Cta,18,1,32,17,76,33251,15,17,255,[4],[1],1,[4],[1],0,True
GEF,18,1,32,17,76,33251,16,16,256,[5],[1],1,[5],[1],0,True
Csk,18,1,32,17,76,33251,16,16,256,[5],[1],1,[5],[1],0,True
Src,18,1,32,17,76,33251,19,13,247,[7],[-1],1,[7],[-1],0,True
GAP,18,2,32,17,76,33251,9,23,207,"[8,9]","[1,1]",2,"[8,9]","[1,1]",0,True
Rho,18,3,32,17,76,33251,28,4,112,"[6,9,12]","[1,-1,-1]",6,"[6,7,10,11,12,17]","[1,1,1,-1,-1,1]",0,True
rock,18,1,32,17,76,33251,13,19,247,[10],[1],8,"[1,3,4,7,9,15,16,17]","[1,1,-1,-1,-1,1,-1,-1]",0,True
GDI,18,1,32,17,76,33251,16,16,256,[13],[-1],1,[13],[-1],0,True
Moe,18,3,32,17,76,33251,26,6,156,"[11,13,14]","[1,1,-1]",4,"[0,9,13,16]","[-1,-1,1,-1]",0,True
mlcp,18,1,32,17,76,33251,18,14,252,[11],[-1],1,[11],[-1],0,True
mlc,18,3,32,17,76,33251,25,7,175,"[11,14,15]","[1,-1,1]",4,"[3,11,15,16]","[-1,1,1,-1]",0,True
Actin,18,2,32,17,76,33251,25,7,175,"[13,16]","[1,1]",2,"[13,16]","[1,1]",0,True
Twi,18,2,32,18,77,33252,9,23,207,"[0,1]","[1,1]",2,"[0,1]","[1,1]",0,True
Sna,18,1,32,18,77,33252,19,13,247,[0],[1],1,[0],[1],0,True
Fog,18,2,32,18,77,33252,8,24,192,"[1,2]","[1,1]",2,"[1,2]","[1,1]",0,True
FogR,18,1,32,18,77,33252,17,15,255,[3],[1],1,[3],[1],0,True
Cta,18,1,32,18,77,33252,14,18,252,[4],[1],1,[4],[1],0,True
GEF,18,1,32,18,77,33252,10,22,220,[5],[1],1,[5],[1],0,True
Csk,18,1,32,18,77,33252,10,22,220,[5],[1],1,[5],[1],1,True
Src,18,1,32,18,77,33252,15,17,255,[7],[-1],1,[7],[-1],0,True
GAP,18,2,32,18,77,33252,9,23,207,"[8,9]","[1,1]",2,"[8,9]","[1,1]",0,True
Rho,18,3,32,18,77,33252,26,6,156,"[6,9,12]","[1,-1,-1]",5,"[0,5,6,12,15]","[1,1,1,-1,1]",0,True
rock,18,1,32,18,77,33252,17,15,255,[10],[1],1,[10],[1],0,True
GDI,18,1,32,18,77,33252,19,13,247,[13],[-1],1,[13],[-1],0,True
Moe,18,3,32,18,77,33252,24,8,192,"[11,13,14]","[1,1,-1]",7,"[1,4,6,10,12,14,15]","[1,1,-1,-1,-1,-1,-1]",0,True
mlcp,18,1,32,18,77,33252,20,12,240,[11],[-1],1,[11],[-1],0,True
mlc,18,3,32,18,77,33252,27,5,135,"[11,14,15]","[1,-1,1]",3,"[11,14,15]","[1,-1,1]",0,True
Actin,18,2,32,18,77,33252,21,11,231,"[13,16]","[1,1]",2,"[13,16]","[1,1]",0,True
Twi,18,2,32,19,78,33253,5,27,135,"[0,1]","[1,1]",2,"[0,1]","[1,1]",0,True
Sna,18,1,32,19,78,33253,10,22,220,[0],[1],1,[0],[1],0,True
Fog,18,2,32,19,78,33253,6,26,156,"[1,2]","[1,1]",2,"[1,2]","[1,1]",0,True
FogR,18,1,32,19,78,33253,14,18,252,[3],[1],1,[3],[1],0,True
Cta,18,1,32,19,78,33253,19,13,247,[4],[1],1,[4],[1],0,True
GEF,18,1,32,19,78,33253,14,18,252,[5],[1],1,[5],[1],0,True
Csk,18,1,32,19,78,33253,14,18,252,[5],[1],1,[5],[1],0,True
Src,18,1,32,19,78,33253,16,16,256,[7],[-1],1,[7],[-1],0,True
GAP,18,2,32,19,78,33253,6,26,156,"[8,9]","[1,1]",2,"[8,9]","[1,1]",0,True
Rho,18,3,32,19,78,33253,28,4,112,"[6,9,12]","[1,-1,-1]",5,"[3,6,11,14,17]","[1,1,-1,1,-1]",0,True
rock,18,1,32,19,78,33253,14,18,252,[10],[1],1,[10],[1],0,True
GDI,18,1,32,19,78,33253,10,22,220,[13],[-1],1,[13],[-1],0,True
Moe,18,3,32,19,78,33253,27,5,135,"[11,13,14]","[1,1,-1]",2,"[13,14]","[1,-1]",0,True
mlcp,18,1,32,19,78,33253,15,17,255,[11],[-1],1,[11],[-1],0,True
mlc,18,3,32,19,78,33253,28,4,112,"[11,14,15]","[1,-1,1]",6,"[4,9,11,15,16,17]","[1,-1,1,1,1,1]",0,True
Actin,18,2,32,19,78,33253,23,9,207,"[13,16]","[1,1]",4,"[4,9,12,13]","[-1,-1,1,1]",0,True
Twi,18,2,32,20,79,33254,8,24,192,"[0,1]","[1,1]",3,"[0,2,3]","[1,-1,-1]",0,True
Sna,18,1,32,20,79,33254,13,19,247,[0],[1],1,[0],[1],0,True
Fog,18,2,32,20,79,33254,9,23,207,"[1,2]","[1,1]",2,"[1,2]","[1,1]",0,True
FogR,18,1,32,20,79,33254,18,14,252,[3],[1],1,[3],[1],0,True
Cta,18,1,32,20,79,33254,16,16,256,[4],[1],1,[4],[1],0,True
GEF,18,1,32,20,79,33254,13,19,247,[5],[1],1,[5],[1],0,True
Csk,18,1,32,20,79,33254,13,19,247,[5],[1],1,[5],[1],0,True
Src,18,1,32,20,79,33254,17,15,255,[7],[-1],1,[7],[-1],0,True
GAP,18,2,32,20,79,33254,6,26,156,"[8,9]","[1,1]",6,"[2,9,11,13,14,17]","[-1,1,1,-1,-1,-1]",0,True
Rho,18,3,32,20,79,33254,28,4,112,"[6,9,12]","[1,-1,-1]",3,"[6,9,12]","[1,-1,-1]",0,True
rock,18,1,32,20,79,33254,21,11,231,[10],[1],1,[10],[1],0,True
GDI,18,1,32,20,79,33254,12,20,240,[13],[-1],1,[13],[-1],0,True
Moe,18,3,32,20,79,33254,27,5,135,"[11,13,14]","[1,1,-1]",2,"[11,13]","[1,1]",0,True
mlcp,18,1,32,20,79,33254,17,15,255,[11],[-1],1,[11],[-1],0,True
mlc,18,3,32,20,79,33254,25,7,175,"[11,14,15]","[1,-1,1]",4,"[10,11,12,15]","[-1,1,1,1]",0,True
Actin,18,2,32,20,79,33254,24,8,192,"[13,16]","[1,1]",2,"[13,16]","[1,1]",0,True
