n,k,m,f_id,tb,function_seed,embedding_seed,dataset_seed,F0_size,F1_size,d,support_true,signs_true,antichain_masks,antichain_sets,sigma_weight,support_predicted,signs_predicted,restarts,solution_found
100,6,32,6,1,61240,6061334,607004435,9,23,207,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",9,"[4,18,34,53,65,67,75,86,96]","[-1,-1,-1,1,1,1,-1,-1,1]",0,True
100,6,32,6,2,61240,6061334,607004436,10,22,220,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",9,"[21,24,44,49,53,72,74,84,91]","[1,-1,-1,1,-1,-1,-1,-1,-1]",0,True
100,6,32,6,3,61240,6061334,607004437,7,25,175,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",6,"[16,26,52,57,68,95]","[-1,1,-1,1,1,1]",0,True
100,6,32,6,4,61240,6061334,607004438,6,26,156,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",7,"[17,22,23,47,58,72,82]","[-1,1,1,-1,-1,-1,1]",0,True
100,6,32,6,5,61240,6061334,607004439,10,22,220,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",8,"[14,18,19,32,39,53,79,81]","[1,-1,-1,-1,-1,1,-1,-1]",0,True
100,6,64,6,1,61240,6061334,607007635,11,53,583,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",10,"[12,14,15,27,32,35,40,55,77,97]","[-1,1,1,-1,-1,-1,-1,1,-1,1]",0,True
100,6,64,6,2,61240,6061334,607007636,12,52,624,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",12,"[3,21,25,37,38,41,51,60,62,72,76,91]","[1,1,-1,-1,-1,-1,1,1,1,-1,1,-1]",0,True
100,6,64,6,3,61240,6061334,607007637,16,48,768,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",10,"[10,19,43,44,54,60,71,72,78,94]","[-1,1,-1,1,1,-1,1,1,-1,-1]",0,True
100,6,64,6,4,61240,6061334,607007638,15,49,735,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",10,"[29,33,37,39,57,61,69,84,97,99]","[1,-1,1,1,-1,-1,-1,1,-1,1]",0,True
100,6,64,6,5,61240,6061334,607007639,13,51,663,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",11,"[0,16,36,39,45,49,54,59,60,92,98]","[1,-1,-1,1,1,-1,1,1,-1,-1,1]",0,True
100,6,128,6,1,61240,6061334,607014035,25,103,2575,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",15,"[3,14,18,35,36,37,50,54,57,68,77,78,81,93,99]","[-1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1]",0,True
100,6,128,6,2,61240,6061334,607014036,37,91,3367,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",16,"[3,4,19,20,22,32,37,56,61,63,70,76,78,89,90,95]","[-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1]",0,True
100,6,128,6,3,61240,6061334,607014037,28,100,2800,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",12,"[2,4,8,23,39,46,47,50,78,79,80,93]","[1,-1,-1,1,-1,-1,1,1,1,-1,-1,1]",0,True
100,6,128,6,4,61240,6061334,607014038,34,94,3196,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",17,"[5,11,14,15,17,20,32,34,38,48,53,59,70,85,88,91,95]","[1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,1,1]",0,True
100,6,128,6,5,61240,6061334,607014039,34,94,3196,"[79,43,42,62,54,80]","[-1,-1,-1,1,1,-1]","[17,12,56,33,36,50,3,42,22,5,26,9]","[[0,4],[2,3],[3,4,5],[0,5],[2,5],[1,4,5],[0,1],[1,3,5],[1,2,4],[0,2],[1,3,4],[0,3]]",14,"[7,10,14,17,19,20,25,65,66,79,80,84,92,96]","[-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1]",0,True
10,6,32,7,1,61241,6071244,607104435,21,11,231,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",5,"[0,1,2,5,9]","[1,1,1,-1,1]",0,True
10,6,32,7,2,61241,6071244,607104436,20,12,240,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",5,"[0,1,4,5,7]","[1,1,-1,-1,-1]",0,True
10,6,32,7,3,61241,6071244,607104437,23,9,207,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",5,"[1,2,4,5,9]","[1,1,-1,-1,1]",0,True
10,6,32,7,4,61241,6071244,607104438,21,11,231,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",5,"[0,1,2,4,5]","[-1,1,1,1,-1]",0,True
10,6,32,7,5,61241,6071244,607104439,21,11,231,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",5,"[1,2,5,7,9]","[1,1,-1,-1,1]",0,True
10,6,64,7,1,61241,6071244,607107635,49,15,735,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",6,"[0,1,2,3,5,7]","[1,1,1,-1,-1,-1]",0,True
10,6,64,7,2,61241,6071244,607107636,39,25,975,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",5,"[1,2,3,5,9]","[1,1,-1,-1,1]",0,True
10,6,64,7,3,61241,6071244,607107637,36,28,1008,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",6,"[0,1,2,5,7,9]","[1,1,1,-1,1,1]",0,True
10,6,64,7,4,61241,6071244,607107638,47,17,799,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",5,"[1,2,3,5,9]","[1,1,-1,-1,1]",0,True
10,6,64,7,5,61241,6071244,607107639,43,21,903,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",6,"[1,2,3,5,6,9]","[1,1,-1,-1,-1,1]",0,True
10,6,128,7,1,61241,6071244,607114035,88,40,3520,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",6,"[1,2,3,5,8,9]","[1,1,-1,-1,-1,1]",0,True
10,6,128,7,2,61241,6071244,607114036,85,43,3655,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",6,"[0,1,2,3,5,9]","[1,1,1,-1,-1,1]",0,True
10,6,128,7,3,61241,6071244,607114037,88,40,3520,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",6,"[1,2,3,5,7,9]","[1,1,-1,-1,-1,1]",0,True
10,6,128,7,4,61241,6071244,607114038,82,46,3772,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",6,"[1,2,3,5,7,9]","[1,1,-1,-1,-1,1]",0,True
10,6,128,7,5,61241,6071244,607114039,74,54,3996,"[0,1,3,5,2,9]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",6,"[0,1,2,3,5,9]","[1,1,1,-1,-1,1]",0,True
50,6,32,7,1,61241,6071284,607504435,21,11,231,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",7,"[1,6,10,22,28,33,40]","[-1,1,1,1,-1,1,-1]",0,True
50,6,32,7,2,61241,6071284,607504436,23,9,207,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",9,"[5,15,17,36,37,39,42,43,48]","[1,-1,1,-1,1,1,-1,-1,-1]",0,True
50,6,32,7,3,61241,6071284,607504437,21,11,231,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",10,"[3,14,19,23,29,32,44,46,47,48]","[-1,1,-1,1,-1,1,1,-1,1,-1]",0,True
50,6,32,7,4,61241,6071284,607504438,23,9,207,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",9,"[7,10,21,28,30,31,36,45,47]","[-1,-1,-1,1,1,-1,1,1,1]",0,True
50,6,32,7,5,61241,6071284,607504439,22,10,220,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",9,"[4,6,14,18,26,31,33,34,48]","[1,1,1,1,1,-1,-1,-1,-1]",0,True
50,6,64,7,1,61241,6071284,607507635,40,24,960,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",13,"[3,4,11,12,13,15,18,21,22,27,30,31,41]","[-1,-1,-1,1,1,-1,-1,1,1,1,1,1,1]",0,True
50,6,64,7,2,61241,6071284,607507636,47,17,799,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",11,"[4,5,6,14,15,17,20,22,27,30,35]","[1,-1,-1,-1,1,1,1,1,-1,1,1]",0,True
50,6,64,7,3,61241,6071284,607507637,43,21,903,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",11,"[1,2,5,10,11,13,33,40,46,48,49]","[1,1,-1,1,1,-1,1,-1,-1,1,1]",0,True
50,6,64,7,4,61241,6071284,607507638,39,25,975,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",11,"[2,13,15,16,20,26,27,33,35,45,47]","[-1,-1,1,-1,1,-1,1,-1,1,-1,1]",0,True
50,6,64,7,5,61241,6071284,607507639,40,24,960,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",10,"[2,7,10,24,25,28,29,34,37,47]","[-1,1,1,1,-1,-1,1,-1,1,1]",0,True
50,6,128,7,1,61241,6071284,607514035,79,49,3871,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",16,"[6,10,11,14,15,24,26,27,34,37,38,40,43,47,48,49]","[-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1]",0,True
50,6,128,7,2,61241,6071284,607514036,90,38,3420,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",13,"[6,10,12,15,18,22,23,27,28,35,39,41,42]","[1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1]",0,True
50,6,128,7,3,61241,6071284,607514037,83,45,3735,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",11,"[1,14,20,22,25,26,31,39,40,47,49]","[1,-1,1,1,1,-1,1,1,1,1,-1]",0,True
50,6,128,7,4,61241,6071284,607514038,78,50,3900,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",14,"[1,2,8,9,13,22,23,24,28,31,37,39,41,47]","[1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,1]",0,True
50,6,128,7,5,61241,6071284,607514039,88,40,3520,"[10,47,46,14,22,35]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",17,"[0,1,3,4,7,10,15,20,23,25,30,36,41,42,45,47,48]","[-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1]",0,True
100,6,32,7,1,61241,6071334,608004435,19,13,247,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",7,"[6,43,59,79,84,85,96]","[-1,1,1,1,1,1,-1]",0,True
100,6,32,7,2,61241,6071334,608004436,13,19,247,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",9,"[24,26,37,51,58,74,87,98,99]","[-1,-1,1,-1,1,1,-1,1,1]",0,True
100,6,32,7,3,61241,6071334,608004437,28,4,112,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",7,"[0,19,28,40,86,92,99]","[1,-1,1,-1,-1,1,-1]",0,True
100,6,32,7,4,61241,6071334,608004438,23,9,207,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",8,"[5,18,19,25,35,82,84,99]","[1,-1,-1,1,1,1,1,-1]",0,True
100,6,32,7,5,61241,6071334,608004439,21,11,231,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",8,"[3,20,25,45,68,75,84,89]","[-1,1,1,-1,-1,1,-1,1]",0,True
100,6,64,7,1,61241,6071334,608007635,46,18,828,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",10,"[10,14,21,29,36,46,52,54,68,79]","[1,-1,1,1,1,-1,1,-1,1,1]",0,True
100,6,64,7,2,61241,6071334,608007636,36,28,1008,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",11,"[20,23,48,53,62,63,64,71,77,86,94]","[1,-1,1,-1,1,1,1,1,-1,1,1]",0,True
100,6,64,7,3,61241,6071334,608007637,40,24,960,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",12,"[9,12,16,26,31,32,34,36,78,84,85,88]","[1,-1,-1,-1,1,-1,1,1,1,-1,1,-1]",0,True
100,6,64,7,4,61241,6071334,608007638,37,27,999,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",13,"[0,9,17,28,36,43,49,54,58,66,72,83,93]","[1,-1,-1,1,-1,1,1,1,1,1,-1,1,-1]",0,True
100,6,64,7,5,61241,6071334,608007639,45,19,855,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",11,"[2,17,21,30,36,58,62,79,81,86,94]","[1,1,-1,1,-1,-1,-1,1,1,1,-1]",0,True
100,6,128,7,1,61241,6071334,608014035,94,34,3196,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",17,"[3,19,27,37,45,46,51,56,57,58,65,68,72,82,83,84,87]","[1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1]",0,True
100,6,128,7,2,61241,6071334,608014036,85,43,3655,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",17,"[1,2,9,10,11,16,20,36,40,48,52,55,57,59,65,66,94]","[1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1]",0,True
100,6,128,7,3,61241,6071334,608014037,85,43,3655,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",11,"[15,19,34,35,62,65,73,78,79,88,90]","[1,-1,1,-1,1,1,1,1,1,-1,-1]",0,True
100,6,128,7,4,61241,6071334,608014038,79,49,3871,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",18,"[0,4,5,6,29,35,41,44,45,46,54,59,61,62,86,89,97,98]","[1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1]",0,True
100,6,128,7,5,61241,6071334,608014039,75,53,3975,"[41,78,57,46,79,98]","[1,1,-1,-1,1,1]","[56,46,18,15]","[[3,4,5],[1,2,3,5],[1,4],[0,1,2,3]]",17,"[2,4,21,25,27,29,31,46,48,51,52,63,70,79,82,84,88]","[-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1]",0,True
10,6,32,8,1,61242,6081244,608104435,13,19,247,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",4,"[1,5,6,9]","[-1,-1,1,-1]",0,True
10,6,32,8,2,61242,6081244,608104436,14,18,252,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,3,5,6,8]","[1,-1,1,1,1,-1]",0,True
10,6,32,8,3,61242,6081244,608104437,17,15,255,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,3,5,6,9]","[1,-1,-1,-1,1,-1]",0,True
10,6,32,8,4,61242,6081244,608104438,11,21,231,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,2,5,6,8,9]","[1,-1,-1,1,-1,-1]",0,True
10,6,32,8,5,61242,6081244,608104439,8,24,192,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",4,"[1,4,6,9]","[-1,-1,1,-1]",0,True
10,6,64,8,1,61242,6081244,608107635,32,32,1024,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,4,5,6,9]","[1,-1,-1,-1,1,-1]",0,True
10,6,64,8,2,61242,6081244,608107636,30,34,1020,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,4,5,6,9]","[1,-1,-1,-1,1,-1]",0,True
10,6,64,8,3,61242,6081244,608107637,23,41,943,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,4,5,6,9]","[1,-1,-1,-1,1,-1]",0,True
10,6,64,8,4,61242,6081244,608107638,18,46,828,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,4,5,6,9]","[1,-1,-1,-1,1,-1]",0,True
10,6,64,8,5,61242,6081244,608107639,24,40,960,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,5,6,7,9]","[1,-1,-1,1,1,-1]",0,True
10,6,128,8,1,61242,6081244,608114035,49,79,3871,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,4,5,6,9]","[1,-1,-1,-1,1,-1]",0,True
10,6,128,8,2,61242,6081244,608114036,40,88,3520,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,4,5,6,9]","[1,-1,-1,-1,1,-1]",0,True
10,6,128,8,3,61242,6081244,608114037,53,75,3975,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,4,5,6,9]","[1,-1,-1,-1,1,-1]",0,True
10,6,128,8,4,61242,6081244,608114038,54,74,3996,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,4,5,6,9]","[1,-1,-1,-1,1,-1]",0,True
10,6,128,8,5,61242,6081244,608114039,51,77,3927,"[4,9,6,0,5,1]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[0,1,4,5,6,9]","[1,-1,-1,-1,1,-1]",0,True
50,6,32,8,1,61242,6081284,608504435,9,23,207,"[33,49,31,24,3,7]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",9,"[0,5,9,17,25,26,34,38,42]","[1,1,1,1,1,-1,-1,-1,-1]",0,True
50,6,32,8,2,61242,6081284,608504436,15,17,255,"[33,49,31,24,3,7]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",8,"[2,14,24,25,33,41,44,45]","[1,1,1,-1,1,1,1,-1]",0,True
