n,k,m,f_id,tb,function_seed,embedding_seed,dataset_seed,k_max_used,F0_size,F1_size,d,support_true,signs_true,antichain_masks,antichain_sets,sigma_weight,support_predicted,signs_predicted,restarts,solution_found
10,2,4,5,5,21239,2051244,205101639,10,3,1,3,"[2,0]","[-1,1]",[3],"[[0,1]]",1,[2],[-1],0,True
10,2,8,5,1,21239,2051244,205102035,10,6,2,12,"[2,0]","[-1,1]",[3],"[[0,1]]",3,"[0,1,9]","[1,-1,1]",0,True
10,2,8,5,2,21239,2051244,205102036,10,4,4,16,"[2,0]","[-1,1]",[3],"[[0,1]]",3,"[0,7,8]","[1,1,1]",0,True
10,2,8,5,3,21239,2051244,205102037,10,4,4,16,"[2,0]","[-1,1]",[3],"[[0,1]]",3,"[1,5,6]","[1,1,-1]",0,True
10,2,8,5,4,21239,2051244,205102038,10,7,1,7,"[2,0]","[-1,1]",[3],"[[0,1]]",2,"[0,2]","[1,-1]",0,True
10,2,8,5,5,21239,2051244,205102039,10,5,3,15,"[2,0]","[-1,1]",[3],"[[0,1]]",2,"[0,6]","[1,-1]",0,True
50,2,2,5,1,21239,2051284,205501435,10,1,1,1,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[48],[-1],0,True
50,2,2,5,2,21239,2051284,205501436,10,1,1,1,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[18],[1],0,True
50,2,2,5,3,21239,2051284,205501437,10,1,1,1,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[36],[-1],0,True
50,2,2,5,4,21239,2051284,205501438,10,1,1,1,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[18],[1],0,True
50,2,2,5,5,21239,2051284,205501439,10,1,1,1,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[28],[-1],0,True
50,2,4,5,1,21239,2051284,205501635,10,3,1,3,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[24,32]","[1,1]",0,True
50,2,4,5,2,21239,2051284,205501636,10,2,2,4,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[13,21]","[1,1]",0,True
50,2,4,5,3,21239,2051284,205501637,10,3,1,3,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[31,45]","[-1,1]",0,True
50,2,4,5,4,21239,2051284,205501638,10,3,1,3,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[1],[1],0,True
50,2,4,5,5,21239,2051284,205501639,10,3,1,3,"[9,25]","[-1,1]",[3],"[[0,1]]",1,[32],[-1],0,True
50,2,8,5,1,21239,2051284,205502035,10,6,2,12,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[24,25]","[-1,1]",0,True
50,2,8,5,2,21239,2051284,205502036,10,6,2,12,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[29,43]","[1,1]",0,True
50,2,8,5,3,21239,2051284,205502037,10,7,1,7,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[27,49]","[-1,1]",0,True
50,2,8,5,4,21239,2051284,205502038,10,6,2,12,"[9,25]","[-1,1]",[3],"[[0,1]]",3,"[19,34,35]","[-1,1,1]",0,True
50,2,8,5,5,21239,2051284,205502039,10,6,2,12,"[9,25]","[-1,1]",[3],"[[0,1]]",2,"[9,10]","[-1,-1]",0,True
100,2,2,5,1,21239,2051334,206001435,10,1,1,1,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[77],[-1],0,True
100,2,2,5,2,21239,2051334,206001436,10,1,1,1,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[42],[1],0,True
100,2,2,5,3,21239,2051334,206001437,10,1,1,1,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[55],[1],0,True
100,2,2,5,4,21239,2051334,206001438,10,1,1,1,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[52],[1],0,True
100,2,2,5,5,21239,2051334,206001439,10,1,1,1,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[90],[1],0,True
100,2,4,5,1,21239,2051334,206001635,10,3,1,3,"[0,95]","[-1,1]",[3],"[[0,1]]",2,"[65,71]","[-1,1]",0,True
100,2,4,5,2,21239,2051334,206001636,10,3,1,3,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[28],[-1],0,True
100,2,4,5,3,21239,2051334,206001637,10,2,2,4,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[22],[1],0,True
100,2,4,5,4,21239,2051334,206001638,10,3,1,3,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[36],[1],0,True
100,2,4,5,5,21239,2051334,206001639,10,3,1,3,"[0,95]","[-1,1]",[3],"[[0,1]]",1,[0],[-1],0,True
100,2,8,5,1,21239,2051334,206002035,10,7,1,7,"[0,95]","[-1,1]",[3],"[[0,1]]",2,"[9,28]","[1,1]",0,True
100,2,8,5,2,21239,2051334,206002036,10,5,3,15,"[0,95]","[-1,1]",[3],"[[0,1]]",3,"[29,31,68]","[1,1,1]",0,True
100,2,8,5,3,21239,2051334,206002037,10,6,2,12,"[0,95]","[-1,1]",[3],"[[0,1]]",2,"[41,58]","[-1,1]",0,True
100,2,8,5,4,21239,2051334,206002038,10,7,1,7,"[0,95]","[-1,1]",[3],"[[0,1]]",2,"[75,86]","[-1,1]",0,True
100,2,8,5,5,21239,2051334,206002039,10,6,2,12,"[0,95]","[-1,1]",[3],"[[0,1]]",3,"[2,33,41]","[-1,1,1]",0,True
10,2,2,6,1,21240,2061244,206101435,10,1,1,1,"[1,3]","[-1,-1]",[3],"[[0,1]]",1,[8],[-1],0,True
10,2,2,6,2,21240,2061244,206101436,10,1,1,1,"[1,3]","[-1,-1]",[3],"[[0,1]]",1,[3],[-1],0,True
10,2,2,6,3,21240,2061244,206101437,10,1,1,1,"[1,3]","[-1,-1]",[3],"[[0,1]]",1,[3],[-1],0,True
10,2,2,6,4,21240,2061244,206101438,10,1,1,1,"[1,3]","[-1,-1]",[3],"[[0,1]]",1,[9],[1],0,True
10,2,2,6,5,21240,2061244,206101439,10,1,1,1,"[1,3]","[-1,-1]",[3],"[[0,1]]",1,[2],[-1],0,True
10,2,4,6,1,21240,2061244,206101635,10,3,1,3,"[1,3]","[-1,-1]",[3],"[[0,1]]",2,"[3,9]","[-1,-1]",0,True
10,2,4,6,2,21240,2061244,206101636,10,3,1,3,"[1,3]","[-1,-1]",[3],"[[0,1]]",1,[2],[-1],0,True
10,2,4,6,3,21240,2061244,206101637,10,2,2,4,"[1,3]","[-1,-1]",[3],"[[0,1]]",1,[5],[1],0,True
10,2,4,6,4,21240,2061244,206101638,10,2,2,4,"[1,3]","[-1,-1]",[3],"[[0,1]]",2,"[1,3]","[-1,-1]",0,True
10,2,4,6,5,21240,2061244,206101639,10,2,2,4,"[1,3]","[-1,-1]",[3],"[[0,1]]",1,[8],[-1],0,True
10,2,8,6,1,21240,2061244,206102035,10,6,2,12,"[1,3]","[-1,-1]",[3],"[[0,1]]",2,"[1,8]","[-1,1]",0,True
10,2,8,6,2,21240,2061244,206102036,10,6,2,12,"[1,3]","[-1,-1]",[3],"[[0,1]]",2,"[1,2]","[-1,1]",0,True
10,2,8,6,3,21240,2061244,206102037,10,6,2,12,"[1,3]","[-1,-1]",[3],"[[0,1]]",2,"[4,7]","[1,-1]",0,True
10,2,8,6,4,21240,2061244,206102038,10,6,2,12,"[1,3]","[-1,-1]",[3],"[[0,1]]",2,"[1,3]","[-1,-1]",0,True
10,2,8,6,5,21240,2061244,206102039,10,5,3,15,"[1,3]","[-1,-1]",[3],"[[0,1]]",4,"[1,4,5,9]","[-1,-1,1,1]",0,True
50,2,2,6,1,21240,2061284,206501435,10,1,1,1,"[9,33]","[-1,-1]",[3],"[[0,1]]",1,[14],[1],0,True
50,2,2,6,2,21240,2061284,206501436,10,1,1,1,"[9,33]","[-1,-1]",[3],"[[0,1]]",1,[17],[-1],0,True
50,2,2,6,3,21240,2061284,206501437,10,1,1,1,"[9,33]","[-1,-1]",[3],"[[0,1]]",1,[3],[1],0,True
50,2,2,6,4,21240,2061284,206501438,10,1,1,1,"[9,33]","[-1,-1]",[3],"[[0,1]]",1,[34],[1],0,True
50,2,2,6,5,21240,2061284,206501439,10,1,1,1,"[9,33]","[-1,-1]",[3],"[[0,1]]",1,[7],[1],0,True
50,2,4,6,1,21240,2061284,206501635,10,3,1,3,"[9,33]","[-1,-1]",[3],"[[0,1]]",1,[24],[-1],0,True
50,2,4,6,2,21240,2061284,206501636,10,1,3,3,"[9,33]","[-1,-1]",[3],"[[0,1]]",2,"[2,44]","[-1,-1]",0,True
50,2,4,6,3,21240,2061284,206501637,10,3,1,3,"[9,33]","[-1,-1]",[3],"[[0,1]]",1,[0],[1],0,True
50,2,4,6,4,21240,2061284,206501638,10,3,1,3,"[9,33]","[-1,-1]",[3],"[[0,1]]",1,[5],[-1],0,True
50,2,4,6,5,21240,2061284,206501639,10,3,1,3,"[9,33]","[-1,-1]",[3],"[[0,1]]",2,"[3,7]","[-1,-1]",0,True
50,2,8,6,1,21240,2061284,206502035,10,6,2,12,"[9,33]","[-1,-1]",[3],"[[0,1]]",1,[9],[-1],0,True
50,2,8,6,2,21240,2061284,206502036,10,7,1,7,"[9,33]","[-1,-1]",[3],"[[0,1]]",2,"[3,9]","[-1,-1]",0,True
50,2,8,6,3,21240,2061284,206502037,10,6,2,12,"[9,33]","[-1,-1]",[3],"[[0,1]]",2,"[30,34]","[-1,1]",0,True
50,2,8,6,4,21240,2061284,206502038,10,7,1,7,"[9,33]","[-1,-1]",[3],"[[0,1]]",2,"[15,32]","[1,-1]",0,True
50,2,8,6,5,21240,2061284,206502039,10,7,1,7,"[9,33]","[-1,-1]",[3],"[[0,1]]",1,[7],[1],0,True
100,2,2,6,1,21240,2061334,207001435,10,1,1,1,"[4,6]","[-1,-1]",[3],"[[0,1]]",1,[16],[-1],0,True
100,2,2,6,2,21240,2061334,207001436,10,1,1,1,"[4,6]","[-1,-1]",[3],"[[0,1]]",1,[79],[1],0,True
100,2,2,6,3,21240,2061334,207001437,10,1,1,1,"[4,6]","[-1,-1]",[3],"[[0,1]]",1,[79],[-1],0,True
100,2,2,6,4,21240,2061334,207001438,10,1,1,1,"[4,6]","[-1,-1]",[3],"[[0,1]]",1,[72],[-1],0,True
100,2,2,6,5,21240,2061334,207001439,10,1,1,1,"[4,6]","[-1,-1]",[3],"[[0,1]]",1,[11],[-1],0,True
100,2,4,6,1,21240,2061334,207001635,10,1,3,3,"[4,6]","[-1,-1]",[3],"[[0,1]]",1,[7],[-1],0,True
100,2,4,6,2,21240,2061334,207001636,10,2,2,4,"[4,6]","[-1,-1]",[3],"[[0,1]]",1,[84],[-1],0,True
100,2,4,6,3,21240,2061334,207001637,10,3,1,3,"[4,6]","[-1,-1]",[3],"[[0,1]]",2,"[14,90]","[1,1]",0,True
100,2,4,6,4,21240,2061334,207001638,10,3,1,3,"[4,6]","[-1,-1]",[3],"[[0,1]]",1,[90],[-1],0,True
100,2,4,6,5,21240,2061334,207001639,10,2,2,4,"[4,6]","[-1,-1]",[3],"[[0,1]]",1,[6],[-1],0,True
100,2,8,6,1,21240,2061334,207002035,10,5,3,15,"[4,6]","[-1,-1]",[3],"[[0,1]]",4,"[40,43,78,84]","[-1,-1,1,1]",0,True
100,2,8,6,2,21240,2061334,207002036,10,6,2,12,"[4,6]","[-1,-1]",[3],"[[0,1]]",2,"[6,54]","[-1,-1]",0,True
100,2,8,6,3,21240,2061334,207002037,10,7,1,7,"[4,6]","[-1,-1]",[3],"[[0,1]]",2,"[87,89]","[-1,-1]",0,True
100,2,8,6,4,21240,2061334,207002038,10,6,2,12,"[4,6]","[-1,-1]",[3],"[[0,1]]",2,"[30,31]","[1,1]",0,True
100,2,8,6,5,21240,2061334,207002039,10,4,4,16,"[4,6]","[-1,-1]",[3],"[[0,1]]",2,"[66,94]","[1,1]",0,True
10,2,2,7,1,21241,2071244,207101435,10,1,1,1,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",1,[8],[-1],0,True
10,2,2,7,2,21241,2071244,207101436,10,1,1,1,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",1,[8],[-1],0,True
10,2,2,7,3,21241,2071244,207101437,10,1,1,1,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",1,[9],[-1],0,True
10,2,2,7,4,21241,2071244,207101438,10,1,1,1,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",1,[4],[1],0,True
10,2,2,7,5,21241,2071244,207101439,10,1,1,1,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",1,[0],[1],0,True
10,2,4,7,1,21241,2071244,207101635,10,1,3,3,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",1,[8],[-1],0,True
10,2,4,7,2,21241,2071244,207101636,10,3,1,3,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",2,"[0,2]","[-1,-1]",0,True
10,2,4,7,3,21241,2071244,207101637,10,2,2,4,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",1,[0],[1],0,True
10,2,4,7,4,21241,2071244,207101638,10,2,2,4,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",1,[3],[-1],0,True
10,2,4,7,5,21241,2071244,207101639,10,1,3,3,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",2,"[3,6]","[-1,-1]",0,True
10,2,8,7,1,21241,2071244,207102035,10,2,6,12,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",4,"[0,6,7,9]","[-1,1,-1,-1]",0,True
10,2,8,7,2,21241,2071244,207102036,10,2,6,12,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",1,[8],[-1],0,True
10,2,8,7,3,21241,2071244,207102037,10,2,6,12,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",4,"[3,4,5,6]","[-1,1,1,-1]",0,True
10,2,8,7,4,21241,2071244,207102038,10,2,6,12,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",2,"[6,9]","[-1,-1]",0,True
10,2,8,7,5,21241,2071244,207102039,10,2,6,12,"[8,9]","[-1,-1]","[1,2]","[[0],[1]]",2,"[4,8]","[1,-1]",0,True
50,2,2,7,1,21241,2071284,207501435,10,1,1,1,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[17],[-1],0,True
50,2,2,7,2,21241,2071284,207501436,10,1,1,1,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[48],[-1],0,True
50,2,2,7,3,21241,2071284,207501437,10,1,1,1,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[33],[1],0,True
50,2,2,7,4,21241,2071284,207501438,10,1,1,1,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[49],[-1],0,True
50,2,2,7,5,21241,2071284,207501439,10,1,1,1,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[38],[-1],0,True
50,2,4,7,1,21241,2071284,207501635,10,1,3,3,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[11,25]","[1,1]",0,True
50,2,4,7,2,21241,2071284,207501636,10,1,3,3,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[25],[-1],0,True
50,2,4,7,3,21241,2071284,207501637,10,1,3,3,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[6,41]","[-1,-1]",0,True
50,2,4,7,4,21241,2071284,207501638,10,1,3,3,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[48],[1],0,True
50,2,4,7,5,21241,2071284,207501639,10,2,2,4,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",3,"[1,10,26]","[1,-1,1]",0,True
50,2,8,7,1,21241,2071284,207502035,10,1,7,7,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[37,43]","[1,-1]",0,True
50,2,8,7,2,21241,2071284,207502036,10,3,5,15,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",3,"[0,18,43]","[1,-1,-1]",0,True
50,2,8,7,3,21241,2071284,207502037,10,1,7,7,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[8,14]","[-1,-1]",0,True
50,2,8,7,4,21241,2071284,207502038,10,2,6,12,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[14,20]","[-1,-1]",0,True
50,2,8,7,5,21241,2071284,207502039,10,1,7,7,"[18,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[4,18]","[1,-1]",0,True
100,2,2,7,1,21241,2071334,208001435,10,1,1,1,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[4],[1],0,True
100,2,2,7,2,21241,2071334,208001436,10,1,1,1,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[85],[1],0,True
100,2,2,7,3,21241,2071334,208001437,10,1,1,1,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[6],[1],0,True
100,2,2,7,4,21241,2071334,208001438,10,1,1,1,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[56],[1],0,True
100,2,2,7,5,21241,2071334,208001439,10,1,1,1,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[24],[1],0,True
100,2,4,7,1,21241,2071334,208001635,10,1,3,3,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[94,95]","[-1,1]",0,True
100,2,4,7,2,21241,2071334,208001636,10,1,3,3,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[32],[-1],0,True
100,2,4,7,3,21241,2071334,208001637,10,1,3,3,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",1,[4],[1],0,True
100,2,4,7,4,21241,2071334,208001638,10,1,3,3,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[9,71]","[-1,1]",0,True
100,2,4,7,5,21241,2071334,208001639,10,1,3,3,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[30,48]","[1,-1]",0,True
100,2,8,7,1,21241,2071334,208002035,10,1,7,7,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",4,"[18,30,73,78]","[1,1,-1,1]",0,True
100,2,8,7,2,21241,2071334,208002036,10,2,6,12,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[10,62]","[-1,-1]",0,True
100,2,8,7,3,21241,2071334,208002037,10,2,6,12,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[23,76]","[-1,-1]",0,True
100,2,8,7,4,21241,2071334,208002038,10,2,6,12,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",2,"[40,90]","[1,-1]",0,True
100,2,8,7,5,21241,2071334,208002039,10,2,6,12,"[92,32]","[-1,-1]","[1,2]","[[0],[1]]",4,"[31,33,72,97]","[-1,1,1,1]",0,True
10,2,2,8,1,21242,2081244,208101435,10,1,1,1,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",1,[8],[1],0,True
10,2,2,8,2,21242,2081244,208101436,10,1,1,1,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",1,[4],[1],0,True
10,2,2,8,3,21242,2081244,208101437,10,1,1,1,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",1,[9],[-1],0,True
10,2,2,8,4,21242,2081244,208101438,10,1,1,1,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",1,[5],[-1],0,True
10,2,2,8,5,21242,2081244,208101439,10,1,1,1,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",1,[3],[1],0,True
10,2,4,8,1,21242,2081244,208101635,10,3,1,3,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",2,"[2,5]","[1,1]",0,True
10,2,4,8,2,21242,2081244,208101636,10,1,3,3,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",1,[6],[-1],0,True
10,2,4,8,3,21242,2081244,208101637,10,1,3,3,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",2,"[3,5]","[-1,1]",0,True
10,2,4,8,4,21242,2081244,208101638,10,1,3,3,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",2,"[6,9]","[-1,1]",0,True
10,2,4,8,5,21242,2081244,208101639,10,1,3,3,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",1,[6],[-1],0,True
10,2,8,8,1,21242,2081244,208102035,10,3,5,15,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",1,[8],[1],0,True
10,2,8,8,2,21242,2081244,208102036,10,5,3,15,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",2,"[0,9]","[1,1]",0,True
10,2,8,8,3,21242,2081244,208102037,10,2,6,12,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",2,"[6,8]","[-1,1]",0,True
10,2,8,8,4,21242,2081244,208102038,10,3,5,15,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",3,"[2,3,4]","[-1,-1,-1]",0,True
10,2,8,8,5,21242,2081244,208102039,10,2,6,12,"[6,8]","[-1,1]","[1,2]","[[0],[1]]",4,"[1,3,5,7]","[-1,-1,1,1]",0,True
50,2,2,8,1,21242,2081284,208501435,10,1,1,1,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",1,[23],[-1],0,True
50,2,2,8,2,21242,2081284,208501436,10,1,1,1,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",1,[25],[-1],0,True
50,2,2,8,3,21242,2081284,208501437,10,1,1,1,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",1,[33],[1],0,True
50,2,2,8,4,21242,2081284,208501438,10,1,1,1,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",1,[13],[1],0,True
50,2,2,8,5,21242,2081284,208501439,10,1,1,1,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",1,[10],[-1],0,True
50,2,4,8,1,21242,2081284,208501635,10,2,2,4,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",2,"[36,49]","[1,-1]",0,True
50,2,4,8,2,21242,2081284,208501636,10,2,2,4,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",1,[48],[1],0,True
50,2,4,8,3,21242,2081284,208501637,10,1,3,3,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",1,[49],[-1],0,True
50,2,4,8,4,21242,2081284,208501638,10,1,3,3,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",1,[32],[-1],0,True
50,2,4,8,5,21242,2081284,208501639,10,1,3,3,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",1,[19],[1],0,True
50,2,8,8,1,21242,2081284,208502035,10,3,5,15,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",3,"[27,37,40]","[1,-1,1]",0,True
50,2,8,8,2,21242,2081284,208502036,10,3,5,15,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",2,"[8,20]","[-1,1]",0,True
50,2,8,8,3,21242,2081284,208502037,10,2,6,12,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",3,"[22,29,39]","[1,-1,-1]",0,True
50,2,8,8,4,21242,2081284,208502038,10,1,7,7,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",4,"[2,7,8,45]","[-1,1,-1,1]",0,True
50,2,8,8,5,21242,2081284,208502039,10,4,4,16,"[5,20]","[-1,1]","[1,2]","[[0],[1]]",5,"[9,11,13,19,44]","[1,-1,1,1,-1]",0,True
100,2,2,8,1,21242,2081334,209001435,10,1,1,1,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",1,[90],[-1],0,True
100,2,2,8,2,21242,2081334,209001436,10,1,1,1,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",1,[88],[-1],0,True
100,2,2,8,3,21242,2081334,209001437,10,1,1,1,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",1,[37],[-1],0,True
100,2,2,8,4,21242,2081334,209001438,10,1,1,1,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",1,[87],[1],0,True
100,2,2,8,5,21242,2081334,209001439,10,1,1,1,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",1,[70],[1],0,True
100,2,4,8,1,21242,2081334,209001635,10,1,3,3,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",2,"[69,93]","[-1,1]",0,True
100,2,4,8,2,21242,2081334,209001636,10,2,2,4,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",2,"[6,18]","[1,-1]",0,True
100,2,4,8,3,21242,2081334,209001637,10,2,2,4,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",2,"[14,79]","[1,-1]",0,True
100,2,4,8,4,21242,2081334,209001638,10,1,3,3,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",2,"[7,85]","[1,1]",0,True
100,2,4,8,5,21242,2081334,209001639,10,1,3,3,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",2,"[44,46]","[-1,-1]",0,True
100,2,8,8,1,21242,2081334,209002035,10,2,6,12,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",2,"[32,71]","[-1,1]",0,True
100,2,8,8,2,21242,2081334,209002036,10,3,5,15,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",4,"[9,22,40,64]","[-1,1,-1,1]",0,True
100,2,8,8,3,21242,2081334,209002037,10,4,4,16,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",3,"[54,80,98]","[1,1,1]",0,True
100,2,8,8,4,21242,2081334,209002038,10,5,3,15,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",2,"[19,99]","[-1,1]",0,True
100,2,8,8,5,21242,2081334,209002039,10,3,5,15,"[37,71]","[-1,1]","[1,2]","[[0],[1]]",4,"[3,18,36,83]","[1,1,1,-1]",0,True
10,2,2,9,1,21243,2091244,209101435,10,1,1,1,"[2,3]","[-1,1]",[3],"[[0,1]]",1,[9],[1],0,True
10,2,2,9,2,21243,2091244,209101436,10,1,1,1,"[2,3]","[-1,1]",[3],"[[0,1]]",1,[0],[1],0,True
10,2,2,9,3,21243,2091244,209101437,10,1,1,1,"[2,3]","[-1,1]",[3],"[[0,1]]",1,[7],[-1],0,True
10,2,2,9,4,21243,2091244,209101438,10,1,1,1,"[2,3]","[-1,1]",[3],"[[0,1]]",1,[8],[-1],0,True
10,2,2,9,5,21243,2091244,209101439,10,1,1,1,"[2,3]","[-1,1]",[3],"[[0,1]]",1,[0],[1],0,True
10,2,4,9,1,21243,2091244,209101635,10,2,2,4,"[2,3]","[-1,1]",[3],"[[0,1]]",3,"[1,5,8]","[-1,1,1]",0,True
10,2,4,9,2,21243,2091244,209101636,10,2,2,4,"[2,3]","[-1,1]",[3],"[[0,1]]",3,"[0,5,8]","[-1,-1,1]",0,True
10,2,4,9,3,21243,2091244,209101637,10,1,3,3,"[2,3]","[-1,1]",[3],"[[0,1]]",1,[5],[1],0,True
10,2,4,9,4,21243,2091244,209101638,10,2,2,4,"[2,3]","[-1,1]",[3],"[[0,1]]",1,[5],[-1],0,True
10,2,4,9,5,21243,2091244,209101639,10,2,2,4,"[2,3]","[-1,1]",[3],"[[0,1]]",1,[1],[1],0,True
10,2,8,9,1,21243,2091244,209102035,10,7,1,7,"[2,3]","[-1,1]",[3],"[[0,1]]",2,"[2,3]","[-1,1]",0,True
10,2,8,9,2,21243,2091244,209102036,10,4,4,16,"[2,3]","[-1,1]",[3],"[[0,1]]",3,"[0,5,6]","[-1,1,1]",0,True
10,2,8,9,3,21243,2091244,209102037,10,5,3,15,"[2,3]","[-1,1]",[3],"[[0,1]]",3,"[1,2,5]","[-1,-1,1]",0,True
10,2,8,9,4,21243,2091244,209102038,10,7,1,7,"[2,3]","[-1,1]",[3],"[[0,1]]",1,[3],[1],0,True
10,2,8,9,5,21243,2091244,209102039,10,7,1,7,"[2,3]","[-1,1]",[3],"[[0,1]]",3,"[4,5,8]","[1,-1,-1]",0,True
50,2,2,9,1,21243,2091284,209501435,10,1,1,1,"[8,25]","[-1,1]",[3],"[[0,1]]",1,[26],[-1],0,True
50,2,2,9,2,21243,2091284,209501436,10,1,1,1,"[8,25]","[-1,1]",[3],"[[0,1]]",1,[2],[-1],0,True
