n,k,m,f_id,tb,function_seed,embedding_seed,dataset_seed,k_max_used,F0_size,F1_size,d,support_true,signs_true,antichain_masks,antichain_sets,sigma_weight,support_predicted,signs_predicted,restarts,solution_found
100,6,32,8,2,61242,6081334,609004436,10,8,24,192,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[48,67,78,82,83,98]","[-1,1,1,1,1,-1]",0,True
100,6,32,8,3,61242,6081334,609004437,10,13,19,247,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",8,"[11,16,17,22,39,42,60,88]","[-1,-1,1,-1,-1,1,1,1]",0,True
100,6,32,8,4,61242,6081334,609004438,10,11,21,231,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",9,"[15,17,31,38,61,65,95,96,98]","[-1,-1,-1,-1,1,1,1,1,-1]",0,True
100,6,32,8,5,61242,6081334,609004439,10,4,28,112,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",8,"[22,43,53,66,79,80,89,92]","[-1,1,1,1,-1,-1,1,1]",0,True
100,6,64,8,1,61242,6081334,609007635,10,20,44,880,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",10,"[1,16,23,55,58,61,64,69,78,93]","[-1,-1,-1,1,-1,-1,1,-1,1,-1]",23,True
100,6,64,8,2,61242,6081334,609007636,10,20,44,880,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",8,"[14,19,21,29,64,80,81,94]","[1,-1,-1,1,1,1,1,1]",26,True
100,6,64,8,3,61242,6081334,609007637,10,34,30,1020,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",8,"[15,17,19,71,72,78,92,93]","[-1,-1,-1,1,1,1,-1,-1]",8,True
100,6,64,8,4,61242,6081334,609007638,10,20,44,880,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",9,"[1,5,31,46,68,84,88,93,98]","[-1,1,1,-1,1,1,-1,-1,-1]",112,True
100,6,64,8,5,61242,6081334,609007639,10,24,40,960,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",10,"[21,25,40,53,58,65,76,78,79,93]","[1,1,-1,-1,-1,1,-1,1,-1,-1]",65,True
100,6,128,8,1,61242,6081334,609014035,10,43,85,3655,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",8,"[19,32,41,49,67,78,85,98]","[-1,-1,-1,1,1,1,1,-1]",773,True
100,6,128,8,2,61242,6081334,609014036,10,48,80,3840,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",8,"[14,32,41,68,78,79,93,98]","[1,-1,-1,1,1,-1,-1,-1]",5921,True
100,6,128,8,3,61242,6081334,609014037,10,51,77,3927,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",10,"[32,35,41,42,50,64,78,86,89,98]","[-1,1,-1,1,1,-1,1,1,1,-1]",14927,True
100,6,128,8,4,61242,6081334,609014038,10,50,78,3900,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",9,"[32,34,40,41,45,58,78,93,98]","[-1,1,1,-1,-1,-1,1,-1,-1]",933,True
100,6,128,8,5,61242,6081334,609014039,10,52,76,3952,"[93,41,78,67,32,98]","[-1,-1,1,1,-1,-1]","[7,27,34,56,13,37,20,49,14,41,44]","[[0,1,2],[0,1,3,4],[1,5],[3,4,5],[0,2,3],[0,2,5],[2,4],[0,4,5],[1,2,3],[0,3,5],[2,3,5]]",6,"[32,41,67,78,93,98]","[-1,-1,1,1,-1,-1]",46194,True
10,6,32,9,1,61243,6091244,609104435,10,7,25,175,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",5,"[2,3,7,8,9]","[1,-1,1,1,-1]",0,True
10,6,32,9,2,61243,6091244,609104436,10,3,29,87,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[0,1,2,4,7,8]","[1,1,1,-1,1,1]",0,True
10,6,32,9,3,61243,6091244,609104437,10,5,27,135,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",5,"[2,6,7,8,9]","[1,1,1,1,-1]",0,True
10,6,32,9,4,61243,6091244,609104438,10,7,25,175,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",4,"[1,3,4,7]","[-1,-1,1,1]",0,True
10,6,32,9,5,61243,6091244,609104439,10,7,25,175,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",4,"[0,2,7,8]","[1,1,1,1]",0,True
10,6,64,9,1,61243,6091244,609107635,10,12,52,624,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",5,"[2,6,7,8,9]","[1,1,1,1,-1]",0,True
10,6,64,9,2,61243,6091244,609107636,10,15,49,735,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[2,3,6,7,8,9]","[1,-1,1,1,1,-1]",0,True
10,6,64,9,3,61243,6091244,609107637,10,12,52,624,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",7,"[1,2,3,5,6,7,8]","[1,1,-1,-1,1,1,1]",0,True
10,6,64,9,4,61243,6091244,609107638,10,10,54,540,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[1,2,5,7,8,9]","[-1,1,1,1,1,-1]",0,True
10,6,64,9,5,61243,6091244,609107639,10,13,51,663,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[3,5,6,7,8,9]","[-1,1,1,1,1,-1]",0,True
10,6,128,9,1,61243,6091244,609114035,10,30,98,2940,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[2,3,6,7,8,9]","[1,-1,1,1,1,-1]",0,True
10,6,128,9,2,61243,6091244,609114036,10,23,105,2415,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[2,3,6,7,8,9]","[1,-1,1,1,1,-1]",0,True
10,6,128,9,3,61243,6091244,609114037,10,32,96,3072,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[2,3,6,7,8,9]","[1,-1,1,1,1,-1]",0,True
10,6,128,9,4,61243,6091244,609114038,10,28,100,2800,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[2,3,6,7,8,9]","[1,-1,1,1,1,-1]",0,True
10,6,128,9,5,61243,6091244,609114039,10,22,106,2332,"[7,6,8,2,3,9]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[2,3,4,6,7,8]","[1,-1,-1,1,1,1]",0,True
50,6,32,9,1,61243,6091284,609504435,10,4,28,112,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",4,"[15,17,30,36]","[1,1,1,1]",0,True
50,6,32,9,2,61243,6091284,609504436,10,9,23,207,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",7,"[0,10,20,23,25,27,40]","[1,-1,-1,1,-1,-1,-1]",0,True
50,6,32,9,3,61243,6091284,609504437,10,6,26,156,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[7,19,33,39,44,48]","[-1,-1,1,1,1,1]",0,True
50,6,32,9,4,61243,6091284,609504438,10,7,25,175,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",7,"[4,17,34,39,40,42,49]","[-1,1,1,1,-1,1,-1]",0,True
50,6,32,9,5,61243,6091284,609504439,10,4,28,112,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",7,"[8,22,29,30,42,46,47]","[-1,-1,-1,-1,1,1,-1]",0,True
50,6,64,9,1,61243,6091284,609507635,10,14,50,700,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",10,"[2,7,10,16,17,18,20,30,37,41]","[1,1,-1,1,1,1,1,-1,1,1]",4,True
50,6,64,9,2,61243,6091284,609507636,10,11,53,583,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",7,"[9,15,17,37,40,42,49]","[1,1,1,1,-1,-1,-1]",0,True
50,6,64,9,3,61243,6091284,609507637,10,17,47,799,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",7,"[11,15,16,17,26,28,41]","[1,1,-1,1,1,1,-1]",6,True
50,6,64,9,4,61243,6091284,609507638,10,8,56,448,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",8,"[0,6,15,30,35,42,45,48]","[-1,1,1,-1,-1,1,1,1]",0,True
50,6,64,9,5,61243,6091284,609507639,10,13,51,663,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",8,"[17,18,20,21,26,33,42,49]","[1,1,1,1,-1,1,1,-1]",0,True
50,6,128,9,1,61243,6091284,609514035,10,26,102,2652,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",8,"[10,11,15,17,25,33,40,41]","[1,-1,1,1,-1,1,-1,1]",39,True
50,6,128,9,2,61243,6091284,609514036,10,29,99,2871,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",7,"[6,15,17,21,35,40,45]","[1,1,1,1,-1,-1,-1]",330,True
50,6,128,9,3,61243,6091284,609514037,10,30,98,2940,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",10,"[4,6,10,12,15,17,23,26,33,43]","[1,1,1,1,1,1,-1,1,1,-1]",159,True
50,6,128,9,4,61243,6091284,609514038,10,23,105,2415,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",10,"[13,15,17,22,23,34,42,45,46,49]","[1,1,1,1,1,1,1,-1,-1,1]",16,True
50,6,128,9,5,61243,6091284,609514039,10,22,106,2332,"[17,33,15,6,40,45]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",8,"[0,6,8,12,15,17,27,45]","[-1,1,-1,-1,1,1,-1,-1]",87,True
100,6,32,9,1,61243,6091334,610004435,10,7,25,175,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[2,45,60,66,77,88]","[-1,-1,-1,1,-1,1]",0,True
100,6,32,9,2,61243,6091334,610004436,10,4,28,112,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",8,"[0,32,50,58,61,63,71,99]","[1,1,1,1,-1,1,1,-1]",0,True
100,6,32,9,3,61243,6091334,610004437,10,6,26,156,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",7,"[6,53,62,66,68,72,73]","[1,-1,1,1,-1,1,1]",0,True
100,6,32,9,4,61243,6091334,610004438,10,5,27,135,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[16,22,33,41,55,85]","[-1,-1,1,1,-1,1]",0,True
100,6,32,9,5,61243,6091334,610004439,10,5,27,135,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",7,"[10,19,31,48,50,51,68]","[-1,-1,1,1,1,1,1]",0,True
100,6,64,9,1,61243,6091334,610007635,10,15,49,735,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",9,"[21,23,25,27,35,52,67,93,99]","[1,-1,1,-1,-1,-1,1,-1,-1]",17,True
100,6,64,9,2,61243,6091334,610007636,10,14,50,700,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",6,"[0,38,41,56,66,76]","[-1,-1,1,1,1,1]",0,True
100,6,64,9,3,61243,6091334,610007637,10,12,52,624,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",10,"[0,4,30,31,37,42,47,62,82,84]","[1,1,1,-1,1,1,-1,-1,1,1]",3,True
100,6,64,9,4,61243,6091334,610007638,10,18,46,828,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",8,"[22,26,41,52,61,66,81,87]","[-1,-1,1,-1,-1,1,-1,1]",26,True
100,6,64,9,5,61243,6091334,610007639,10,10,54,540,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",9,"[11,30,31,59,61,75,80,86,93]","[1,1,-1,1,-1,1,-1,1,-1]",7,True
100,6,128,9,1,61243,6091334,610014035,10,19,109,2071,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",8,"[15,26,27,38,41,43,66,97]","[-1,1,-1,-1,1,1,1,-1]",33,True
100,6,128,9,2,61243,6091334,610014036,10,24,104,2496,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",10,"[6,11,14,20,27,41,66,70,89,92]","[1,1,1,-1,-1,1,1,-1,1,-1]",347,True
100,6,128,9,3,61243,6091334,610014037,10,27,101,2727,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",8,"[27,38,41,59,64,66,82,85]","[-1,-1,1,-1,-1,1,1,-1]",38,True
100,6,128,9,4,61243,6091334,610014038,10,17,111,1887,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",9,"[36,41,46,56,66,72,74,84,89]","[1,1,-1,-1,1,1,1,-1,-1]",302,True
100,6,128,9,5,61243,6091334,610014039,10,26,102,2652,"[41,11,66,87,38,27]","[1,1,1,1,-1,-1]","[20,1,42,12,6,56,26,50,36]","[[2,4],[0],[1,3,5],[2,3],[1,2],[3,4,5],[1,3,4],[1,4,5],[2,5]]",9,"[19,24,30,41,66,71,85,89,99]","[-1,1,1,1,1,1,-1,1,-1]",46,True
10,6,32,10,1,61244,6101244,610104435,10,8,24,192,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",6,"[2,4,6,7,8,9]","[-1,1,1,-1,-1,-1]",0,True
10,6,32,10,2,61244,6101244,610104436,10,6,26,156,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",5,"[0,3,5,6,9]","[-1,-1,1,1,-1]",0,True
10,6,32,10,3,61244,6101244,610104437,10,7,25,175,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",5,"[3,4,7,8,9]","[-1,-1,-1,-1,-1]",0,True
10,6,32,10,4,61244,6101244,610104438,10,8,24,192,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",5,"[3,6,7,8,9]","[-1,1,-1,-1,-1]",0,True
10,6,32,10,5,61244,6101244,610104439,10,6,26,156,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",4,"[3,7,8,9]","[-1,-1,-1,-1]",0,True
10,6,64,10,1,61244,6101244,610107635,10,10,54,540,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",7,"[0,3,4,5,7,8,9]","[1,-1,1,1,-1,-1,-1]",0,True
10,6,64,10,2,61244,6101244,610107636,10,17,47,799,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",6,"[0,2,3,5,7,9]","[-1,1,-1,1,-1,-1]",0,True
10,6,64,10,3,61244,6101244,610107637,10,15,49,735,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",6,"[2,3,6,7,8,9]","[1,-1,1,-1,-1,-1]",0,True
10,6,64,10,4,61244,6101244,610107638,10,18,46,828,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",6,"[3,5,6,7,8,9]","[-1,1,1,-1,-1,-1]",0,True
10,6,64,10,5,61244,6101244,610107639,10,15,49,735,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",6,"[1,3,5,6,8,9]","[-1,-1,1,1,-1,-1]",0,True
10,6,128,10,1,61244,6101244,610114035,10,25,103,2575,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",7,"[0,1,3,6,7,8,9]","[1,-1,-1,1,-1,-1,-1]",0,True
10,6,128,10,2,61244,6101244,610114036,10,31,97,3007,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",6,"[3,5,6,7,8,9]","[-1,1,1,-1,-1,-1]",0,True
10,6,128,10,3,61244,6101244,610114037,10,31,97,3007,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",6,"[3,5,6,7,8,9]","[-1,1,1,-1,-1,-1]",0,True
10,6,128,10,4,61244,6101244,610114038,10,30,98,2940,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",6,"[3,5,6,7,8,9]","[-1,1,1,-1,-1,-1]",0,True
10,6,128,10,5,61244,6101244,610114039,10,30,98,2940,"[5,3,9,8,7,6]","[1,-1,-1,-1,-1,1]","[6,18,24,40,35,20,36,5,49,11,12]","[[1,2],[1,4],[3,4],[3,5],[0,1,5],[2,4],[2,5],[0,2],[0,4,5],[0,1,3],[2,3]]",6,"[3,5,6,7,8,9]","[-1,1,1,-1,-1,-1]",0,True
